node,theta,conviction,adopted,adopted_at,exposures,is_seed
92,0.24444812595055126,0.38226381547844546,True,40,3,False
93,0.07234568985633658,0.15363961328364245,True,32,3,False
94,0.7486155287524584,0.0,False,,0,False
95,0.7602335692466321,0.12283564806983058,False,,2,False
96,0.26555613030658765,0.1456596930010079,False,,3,False
97,0.2167261126347615,0.23518977715202005,True,32,3,False
98,0.029237826562138997,0.21342390458304195,True,13,3,False
99,0.3426650178172116,0.07400288421837273,False,,1,False
100,0.686907429281346,0.4043889663637216,False,,4,False
101,0.23677865465075243,0.0817619385938331,False,,2,False
102,0.4778283207739565,0.12285046679288933,False,,3,False
103,0.8507941514322854,0.0,False,,0,False
104,0.14664524726239714,0.13197949814891047,False,,2,False
105,0.2987411666355235,0.2057838903363943,False,,4,False
106,0.17467994283007293,0.23664444025762796,True,32,4,False
107,0.13325087234447305,0.12983744678476938,False,,2,False
108,0.7165036337062061,0.1232353874994083,False,,3,False
109,0.32008460801554106,0.06623537820561409,False,,2,False
110,0.6562226413546585,0.3092790309319996,False,,4,False
111,0.18849415384122586,0.195736377267783,True,40,2,False
112,0.8495663016884738,0.25627089820204246,False,,3,False
113,0.17371225248311867,0.2735880762122226,True,32,3,False
114,0.20392601985644127,0.16654638580585454,False,,3,False
115,0.8395061012041203,0.42389297829973316,False,,4,False
116,0.8051503874869066,0.12551369804505338,False,,2,False
117,0.43647495165735484,0.0,False,,0,False
118,0.25138308031226547,0.7361902883797371,True,32,5,False
119,0.0917999020227783,0.7975085299437711,True,18,6,False
120,0.7287132065352941,0.0,False,,0,False
121,0.22276567731757,0.1662028571051636,False,,2,False
122,0.24380279834116184,0.0,False,,0,False
123,0.610503738890688,0.40290080670221723,False,,4,False
124,0.6501152060233061,0.2787882878187337,False,,1,False
125,0.6321201253407769,0.15187427305356754,False,,3,False
126,0.7731442419891792,0.15886704808885788,False,,3,False
127,0.16257312382974157,0.1877203118143211,True,40,3,False
128,0.7546982033051066,0.0,False,,0,False
129,0.35270346853037954,0.0,False,,0,False
130,0.263119873655063,0.0,False,,0,False
131,0.2440451931236148,0.19964556552887758,False,,2,False
132,0.8250661133999816,0.0,False,,0,False
133,0.3398921136945795,0.14942795413839668,False,,3,False
134,0.2702067424689264,0.14852212365516398,False,,4,False
135,0.663296971103762,0.0,False,,0,False
136,0.19478505769782173,0.05665934623821367,False,,1,False
137,0.7352539483814596,0.24745350202237024,False,,4,False
138,0.769636532265622,0.12405287261400921,False,,3,False
139,0.16302851306068322,0.0,False,,0,False
140,0.14202806430010514,0.13611068744308746,False,,3,False
141,0.13226160789815056,0.539516629699939,True,13,6,False
142,0.12991332768235606,0.0,False,,0,False
143,0.11853576195035848,0.0,False,,0,False
144,0.0,0.0,False,,0,False
145,1.0,0.2725594967222008,False,,5,False
146,0.9038873258408798,0.2817875428247016,False,,4,False
147,0.42810966879113765,0.15229087765505223,False,,4,False
148,0.7808785190023658,0.27022597011108807,False,,3,False
149,0.7172673972583514,0.2586477786337438,False,,3,False
150,0.7229690686731799,0.0,False,,0,False
151,0.9415598896288075,0.07098135843388936,False,,2,False
152,0.8434190650582737,0.10581724361244171,False,,2,False
153,0.8174632171442239,0.10656893149720005,False,,3,False
154,0.6087986598677286,0.0,False,,0,False
155,0.17188663930336365,0.22137087786958634,True,40,3,False
156,0.3843497859073546,0.3412662076455808,False,,3,False
157,0.38178049317701485,0.34771419221784583,False,,4,False
158,0.6089561447052227,0.18361233254284826,False,,3,False
159,0.08082384341862145,0.18592237714395948,True,13,4,False
160,0.8298874634868277,0.034520284718954054,False,,3,False
161,0.6682499118694375,0.48750921815109105,False,,5,False
162,0.5941293877376798,0.0,False,,0,False
163,0.661113335727976,0.4608184772544973,False,,5,False
164,0.8582978450374255,0.0,False,,0,False
165,0.7414228707449559,0.23731636082104007,False,,3,False
166,0.34366928983016315,0.0,False,,0,False
167,0.7781384104773673,0.32872954604638516,False,,3,False
168,0.745829137752006,0.32936579697718965,False,,4,False
169,0.7533926628125488,0.0,False,,0,False
170,0.17928026594538699,0.0,False,,0,False
171,0.7497112955646225,0.08543124342964092,False,,3,False
172,0.7582624744504223,0.18494316593035232,False,,2,False
173,0.7182690218340095,0.48234760816346267,False,,6,False
174,0.07281095419065547,0.0,False,,0,False
175,0.52697005773976,0.11889585976134043,False,,3,False
176,0.6019011450419753,0.20437066474794433,False,,3,False
177,0.15193632257218376,0.42109647784503046,True,32,4,False
178,0.892652855029423,0.15844864735007091,False,,4,False
179,0.23796950237196435,0.1473710708450827,False,,2,False
180,0.25521070054061357,0.0,False,,0,False
181,0.33473719552124553,0.0,False,,0,False
182,0.24731982477033745,0.4438426894152755,True,42,5,False
183,0.2520145365630161,0.14953082965663533,False,,2,False
184,0.6485426385603568,0.1235345820599312,False,,3,False
185,0.7970046457924598,0.016618879164301298,False,,1,False
186,0.2683801532501975,0.0,False,,0,False
187,0.19484310967046287,0.18623005952493837,False,,3,False
188,0.11607240530481924,0.19412578152640683,True,13,3,False
189,0.7502483582695583,0.0,False,,0,False
190,0.9032004334249273,0.2685915494413297,False,,4,False
191,0.3684618444890959,0.2345088111122201,False,,4,False
192,0.8704466967892772,0.0,False,,0,False
193,0.14586699738488146,0.0,False,,0,False
194,0.7248473974353452,0.08984281489068169,False,,2,False
195,0.8441438174507065,0.10708346094668106,False,,1,False
196,0.24842515525552397,0.0,False,,0,False
197,0.16003226031656537,0.6520469721358719,True,20,6,False
198,0.7876317542270471,0.045157835240497074,False,,3,False
199,0.34818692630250603,0.20706617760086393,False,,4,False
200,0.29988751653629453,0.0,False,,0,False
201,0.7659650024166363,0.0,False,,0,False
202,0.6330893918662315,0.11267805242227764,False,,3,False
203,0.7297347258293762,0.10613698354122507,False,,2,False
204,0.19926558501014077,0.1686161059312734,False,,2,False
205,0.0967401042355753,0.0,False,,0,False
206,0.7270665502824024,0.0,False,,0,False
207,0.23638555618556092,0.0,False,,0,False
208,0.5068286364405192,0.265124032866736,False,,1,False
209,0.7000537378768932,0.0,False,,0,False
210,0.8288564984994568,0.0,False,,0,False
211,0.26682955137139575,0.0,False,,0,False
212,0.7031606376456976,0.0,False,,0,False
213,0.6874866433023127,0.31091801625132215,False,,3,False
214,0.8480651208898333,0.16374009738408174,False,,3,False
215,0.24934546060192259,0.09925938990608654,False,,2,False
216,0.6489159857595599,0.24080948428420218,False,,4,False
